chr	coord	gene_name	refseqID	rel_location	utr5_st	utr5_end	cds_st	cds_end	utr3_st	utr3_end	utr5_size	cds_size	utr3_size
chr16	67645007	CTCF	ENST00000264010.4	1.124542	715	272	271	-1912	-1913	-3223	443	2183	1310
chr16	67672437	CTCF	ENST00000264010.4	2.504958	3289	2846	2845	662	661	-649	443	2183	1310
chr16	67709346	GFOD2	ENST00000268797.7	1.751295	1215	870	869	-288	-289	-910	345	1157	621
chr16	67709554	GFOD2	ENST00000268797.7	1.571675	1007	662	661	-496	-497	-1118	345	1157	621
chr16	67877403	THAP11	ENST00000303596.1	2.001439	1190	946	945	1	0	-694	244	944	694
chr16	67877427	THAP11	ENST00000303596.1	2.035971	1214	970	969	25	24	-670	244	944	694
chr16	67877525	THAP11	ENST00000303596.1	2.176978	1312	1068	1067	123	122	-572	244	944	694
chr16	67877540	THAP11	ENST00000303596.1	2.198561	1327	1083	1082	138	137	-557	244	944	694
chr16	67877875	THAP11	ENST00000303596.1	2.680576	1662	1418	1417	473	472	-222	244	944	694
chr16	68055525	DDX28	ENST00000332395.5	1.974122	2245	1581	1580	-42	-43	-346	664	1622	303
chr16	68055716	DDX28	ENST00000332395.5	1.856439	2054	1390	1389	-233	-234	-537	664	1622	303
chr16	68055742	DDX28	ENST00000332395.5	1.840419	2028	1364	1363	-259	-260	-563	664	1622	303
chr16	68056212	DDX28	ENST00000332395.5	1.550832	1558	894	893	-729	-730	-1033	664	1622	303
chr16	68056399	DDX28	ENST00000332395.5	1.435613	1371	707	706	-916	-917	-1220	664	1622	303
chr16	68283328	PLA2G15	ENST00000219345.5	1.212268	345	263	262	-976	-977	-2377	82	1238	1400
chr16	68334603	SLC7A6OS	ENST00000263997.6	2.177469	1523	1505	1504	575	574	-2665	18	929	3239
chr16	68335000	SLC7A6	ENST00000566454.1	2.839234	5585	5317	5316	3769	3768	-722	268	1547	4490
chr16	69152185	CHTF8	ENST00000448552.2	2.887371	2630	2509	2508	2143	2142	-272	121	365	2414
chr16	69152214	CHTF8	ENST00000448552.2	2.875362	2601	2480	2479	2114	2113	-301	121	365	2414
chr16	69152349	CHTF8	ENST00000448552.2	2.819462	2466	2345	2344	1979	1978	-436	121	365	2414
chr16	69154239	CHTF8	ENST00000448552.2	2.036853	576	455	454	89	88	-2326	121	365	2414
chr16	69358115	VPS4A	ENST00000254950.11	1.926180	1372	1217	1216	-97	-98	-830	155	1313	732
chr16	69362618	COG8	ENST00000306875.4	2.214130	2444	2330	2329	491	490	-1802	114	1838	2292
chr16	69362618	PDF	ENST00000288022.1	2.765586	1063	1039	1038	307	306	-94	24	731	400
chr16	69362691	COG8	ENST00000306875.4	2.182294	2371	2257	2256	418	417	-1875	114	1838	2292
chr16	69362691	PDF	ENST00000288022.1	2.583541	990	966	965	234	233	-167	24	731	400
chr16	69362980	COG8	ENST00000306875.4	2.056258	2082	1968	1967	129	128	-2164	114	1838	2292
chr16	69362980	PDF	ENST00000288022.1	1.924863	701	677	676	-55	-56	-456	24	731	400
chr16	69364950	COG8	ENST00000306875.4	1.886895	1745	1631	1630	-208	-209	-2501	114	1838	2292
chr16	69368785	COG8	ENST00000306875.4	1.572050	1166	1052	1051	-787	-788	-3080	114	1838	2292
chr16	69389979	TERF2	ENST00000254942.3	2.614809	2467	2451	2450	822	821	-515	16	1628	1336
chr16	69390805	TERF2	ENST00000254942.3	1.997545	1641	1625	1624	-4	-5	-1341	16	1628	1336
chr16	69725844	NFAT5	ENST00000349945.1	1.419872	3385	1834	1833	-2534	-2535	-10833	1551	4367	8298
chr16	69776068	NOB1	ENST00000268802.5	2.359140	1435	1406	1405	167	166	-298	29	1238	464
chr16	70284948	EXOSC6	ENST00000435634.1	2.043478	885	856	855	37	36	-814	29	818	850
chr16	70285211	EXOSC6	ENST00000435634.1	1.724054	622	593	592	-226	-227	-1077	29	818	850
chr16	70286305	AARS	ENST00000261772.8	2.748826	3369	3226	3225	319	318	-107	143	2906	425
chr16	70286361	AARS	ENST00000261772.8	2.617371	3313	3170	3169	263	262	-163	143	2906	425
chr16	70286503	AARS	ENST00000261772.8	2.284038	3171	3028	3027	121	120	-305	143	2906	425
chr16	70286541	AARS	ENST00000261772.8	2.194836	3133	2990	2989	83	82	-343	143	2906	425
chr16	70286748	AARS	ENST00000261772.8	1.957344	2926	2783	2782	-124	-125	-550	143	2906	425
chr16	70293040	AARS	ENST00000261772.8	1.631235	1978	1835	1834	-1072	-1073	-1498	143	2906	425
chr16	70359533	DDX19B	ENST00000288071.6	1.381250	793	549	548	-891	-892	-2592	244	1439	1700
chr16	70562953	SF3B3	ENST00000302516.5	1.067871	458	248	247	-3406	-3407	-6510	210	3653	3103
chr16	70605029	SF3B3	ENST00000302516.5	1.941434	3650	3440	3439	-214	-215	-3318	210	3653	3103
chr16	70605827	SF3B3	ENST00000302516.5	2.035760	3975	3765	3764	111	110	-2993	210	3653	3103
chr16	70605940	SF3B3	ENST00000302516.5	2.072165	4088	3878	3877	224	223	-2880	210	3653	3103
chr16	70695466	MTSS1L	ENST00000338779.6	2.854832	4632	4358	4357	2114	2113	-359	274	2243	2472
chr16	71766627	AP1G1	ENST00000299980.4	2.082510	3244	2803	2802	334	333	-3714	441	2468	4047
chr16	71766986	AP1G1	ENST00000299980.4	1.989874	2885	2444	2443	-25	-26	-4073	441	2468	4047
chr16	71961667	IST1	ENST00000378799.6	1.955495	1407	1052	1051	-49	-50	-1246	355	1100	1196
chr16	72123018	TXNL4B	ENST00000268483.3	1.337778	473	152	151	-298	-299	-2082	321	449	1783
chr16	74334093	PSMD7	ENST00000219313.4	1.158974	294	155	154	-820	-821	-1375	139	974	554
chr16	74335537	PSMD7	ENST00000219313.4	1.352821	483	344	343	-631	-632	-1186	139	974	554
chr16	74336141	PSMD7	ENST00000219313.4	1.398974	528	389	388	-586	-587	-1141	139	974	554
chr16	74339405	PSMD7	ENST00000219313.4	1.768205	888	749	748	-226	-227	-781	139	974	554
chr16	74486010	GLG1	ENST00000205061.5	1.984496	3575	3556	3555	-56	-57	-154	19	3611	97
chr16	74657516	RFWD3	ENST00000361070.4	2.122336	2732	2635	2634	310	309	-2224	97	2324	2533
chr16	74657725	RFWD3	ENST00000361070.4	2.039858	2523	2426	2425	101	100	-2433	97	2324	2533
chr16	75204071	ZFP1	ENST00000393430.2	1.868464	1186	1063	1062	-161	-162	-2063	123	1223	1901
chr16	75263632	BCAR1	ENST00000546196.1	1.911718	3955	2303	2302	-223	-224	-703	1652	2525	479
chr16	75263803	BCAR1	ENST00000546196.1	1.844022	3784	2132	2131	-394	-395	-874	1652	2525	479
chr16	75269196	BCAR1	ENST00000546196.1	1.599367	3166	1514	1513	-1012	-1013	-1492	1652	2525	479
chr16	75572605	TMEM231	ENST00000568377.1	2.698318	2363	2325	2324	1287	1286	-556	38	1037	1842
chr16	75662483	KARS	ENST00000319410.5	1.938765	1884	1763	1762	-115	-116	-286	121	1877	170
chr16	75682376	TERF2IP	ENST00000300086.4	1.496667	692	596	595	-604	-605	-1425	96	1199	820
chr16	75690141	TERF2IP	ENST00000300086.4	1.693333	928	832	831	-368	-369	-1189	96	1199	820
chr16	79631630	MAF	ENST00000393350.1	2.235506	2981	2170	2169	1048	1047	-3402	811	1121	4449
chr16	79633729	MAF	ENST00000393350.1	1.063280	882	71	70	-1051	-1052	-5501	811	1121	4449
chr16	81009946	CMC2	ENST00000219400.3	2.151203	699	284	283	44	43	-247	415	239	290
chr16	81078300	ATMIN	ENST00000566488.1	1.862774	2691	1729	1728	-275	-276	-2651	962	2003	2375
chr16	82197785	MPHOSPH6	ENST00000258169.4	1.136646	116	66	65	-417	-418	-986	50	482	568
chr16	83845216	HSBP1	ENST00000433866.2	2.122152	657	424	423	193	192	-1387	233	230	1579
chr16	83845254	HSBP1	ENST00000433866.2	2.146203	695	462	461	231	230	-1349	233	230	1579
chr16	83845464	HSBP1	ENST00000433866.2	2.279114	905	672	671	441	440	-1139	233	230	1579
chr16	84211531	TAF1C	ENST00000567759.1	2.935543	3808	3626	3625	1016	1015	-70	182	2609	1085
chr16	84212013	TAF1C	ENST00000567759.1	2.491713	3326	3144	3143	534	533	-552	182	2609	1085
chr16	84212544	TAF1C	ENST00000567759.1	2.002762	2795	2613	2612	3	2	-1083	182	2609	1085
chr16	84212621	TAF1C	ENST00000567759.1	1.971648	2718	2536	2535	-74	-75	-1160	182	2609	1085
chr16	84212845	TAF1C	ENST00000567759.1	1.885824	2494	2312	2311	-298	-299	-1384	182	2609	1085
chr16	84690811	KLHL36	ENST00000564996.1	1.215019	538	398	397	-1453	-1454	-1634	140	1850	180
chr16	84695561	KLHL36	ENST00000564996.1	1.903836	1813	1673	1672	-178	-179	-359	140	1850	180
chr16	84779025	USP10	ENST00000219473.7	1.391322	1050	938	937	-1459	-1460	-1958	112	2396	498
chr16	84812900	USP10	ENST00000219473.7	2.424850	2721	2609	2608	212	211	-287	112	2396	498
chr16	85009434	ZDHHC7	ENST00000313732.4	2.238205	1794	1442	1441	515	514	-1647	352	926	2161
chr16	85009496	ZDHHC7	ENST00000313732.4	2.209528	1732	1380	1379	453	452	-1709	352	926	2161
chr16	85711734	GINS2	ENST00000253462.3	2.041708	742	642	641	84	83	-1930	100	557	2013
chr16	85711770	GINS2	ENST00000253462.3	2.023833	706	606	605	48	47	-1966	100	557	2013
chr16	85813096	EMC8	ENST00000253457.3	2.201107	1095	851	850	218	217	-866	244	632	1083
chr16	85840347	COX4I1	ENST00000564903.1	2.792883	1253	1250	1249	869	868	-227	3	380	1095
chr16	85840452	COX4I1	ENST00000564903.1	2.888686	1358	1355	1354	974	973	-122	3	380	1095
chr16	87364846	FBXO31	ENST00000311635.7	2.011160	1680	1668	1667	48	47	-4253	12	1619	4300
chr16	87440330	ZCCHC14	ENST00000268616.4	2.881507	6623	6406	6405	3556	3555	-478	217	2849	4033
chr16	87442081	ZCCHC14	ENST00000268616.4	2.447447	4872	4655	4654	1805	1804	-2229	217	2849	4033
chr16	87443759	ZCCHC14	ENST00000268616.4	2.031482	3194	2977	2976	127	126	-3907	217	2849	4033
chr16	87443899	ZCCHC14	ENST00000268616.4	1.995439	3054	2837	2836	-13	-14	-4047	217	2849	4033
chr16	87445493	ZCCHC14	ENST00000268616.4	1.850175	2640	2423	2422	-427	-428	-4461	217	2849	4033
chr16	87445509	ZCCHC14	ENST00000268616.4	1.844561	2624	2407	2406	-443	-444	-4477	217	2849	4033
chr16	87445652	ZCCHC14	ENST00000268616.4	1.794386	2481	2264	2263	-586	-587	-4620	217	2849	4033
chr16	87732293	FLJ00104	ENST00000446344.1	2.811895	6393	3224	3223	2348	2347	-544	3169	875	2891
chr16	87733409	FLJ00104	ENST00000446344.1	2.426003	5277	2108	2107	1232	1231	-1660	3169	875	2891
chr16	87733564	FLJ00104	ENST00000446344.1	2.372407	5122	1953	1952	1077	1076	-1815	3169	875	2891
chr16	87733998	FLJ00104	ENST00000446344.1	2.222337	4688	1519	1518	643	642	-2249	3169	875	2891
chr16	87864806	SLC7A5	ENST00000261622.4	2.600611	3359	3294	3293	1770	1769	-1177	65	1523	2946
chr16	87864958	SLC7A5	ENST00000261622.4	2.549033	3207	3142	3141	1618	1617	-1329	65	1523	2946
chr16	87864969	SLC7A5	ENST00000261622.4	2.545300	3196	3131	3130	1607	1606	-1340	65	1523	2946
chr16	87866089	SLC7A5	ENST00000261622.4	2.165253	2076	2011	2010	487	486	-2460	65	1523	2946
chr16	87866116	SLC7A5	ENST00000261622.4	2.156091	2049	1984	1983	460	459	-2487	65	1523	2946
chr16	88643611	ZC3H18	ENST00000301011.5	1.027952	279	80	79	-2782	-2783	-3449	199	2861	666
chr16	88697724	ZC3H18	ENST00000301011.5	2.025487	3078	2879	2878	17	16	-650	199	2861	666
chr16	88697946	ZC3H18	ENST00000301011.5	2.358321	3300	3101	3100	239	238	-428	199	2861	666
chr16	88870229	CDT1	ENST00000301019.4	0.983845	608	-10	-11	-1651	-1652	-2631	618	1640	979
chr16	88874762	CDT1	ENST00000301019.4	2.077551	2335	1717	1716	76	75	-904	618	1640	979
chr16	88874769	CDT1	ENST00000301019.4	2.084694	2342	1724	1723	83	82	-897	618	1640	979
chr16	88876035	APRT	ENST00000378364.3	2.197772	658	614	613	71	70	-288	44	542	358
chr16	88876106	APRT	ENST00000378364.3	2.000000	587	543	542	0	-1	-359	44	542	358
chr16	88878315	APRT	ENST00000378364.3	0.844444	37	-7	-8	-550	-551	-909	44	542	358
chr16	88880932	GALNS	ENST00000268695.5	1.945825	1572	1484	1483	-85	-86	-790	88	1568	704
chr16	89220676	ACSF3	ENST00000317447.4	2.039203	2168	1792	1791	61	60	-1495	376	1730	1555
chr16	89220679	ACSF3	ENST00000317447.4	2.041131	2171	1795	1794	64	63	-1492	376	1730	1555
chr16	89346717	ANKRD11	ENST00000301030.4	1.779905	6693	6233	6232	-1759	-1760	-2607	460	7991	847
chr16	89347917	ANKRD11	ENST00000301030.4	1.629755	5493	5033	5032	-2959	-2960	-3807	460	7991	847
chr16	89350962	ANKRD11	ENST00000301030.4	1.248749	2448	1988	1987	-6004	-6005	-6852	460	7991	847
chr16	89351669	ANKRD11	ENST00000301030.4	1.160285	1741	1281	1280	-6711	-6712	-7559	460	7991	847
chr16	89351991	ANKRD11	ENST00000301030.4	1.119995	1419	959	958	-7033	-7034	-7881	460	7991	847
chr16	89623784	SPG7	ENST00000268704.2	2.420505	2685	2671	2670	283	282	-390	14	2387	672
chr16	89628778	RPL13	ENST00000393099.3	1.716981	704	456	455	-180	-181	-1680	248	635	1499
chr16	89629518	RPL13	ENST00000393099.3	2.045333	952	704	703	68	67	-1432	248	635	1499
chr16	89629521	RPL13	ENST00000393099.3	2.047333	955	707	706	71	70	-1429	248	635	1499
chr16	89629590	RPL13	ENST00000393099.3	2.093333	1024	776	775	140	139	-1360	248	635	1499
chr16	89711962	CHMP1A	ENST00000397901.3	2.313150	1359	1103	1102	512	511	-1123	256	590	1634
chr16	89712099	CHMP1A	ENST00000397901.3	2.229358	1222	966	965	375	374	-1260	256	590	1634
chr16	89763779	SPATA2L	ENST00000289805.5	1.970980	1306	1238	1237	-37	-38	-1028	68	1274	990
chr16	89764340	SPATA2L	ENST00000289805.5	1.530980	745	677	676	-598	-599	-1589	68	1274	990
chr16	89764619	SPATA2L	ENST00000289805.5	1.312157	466	398	397	-877	-878	-1868	68	1274	990
chr16	89787424	ZNF276	ENST00000289816.5	0.102564	31	-280	-281	-1900	-1901	-4557	311	1619	2656
chr16	89804904	FANCA	ENST00000389301.3	2.099810	4503	4473	4472	105	104	-947	30	4367	1051
chr16	89807099	ZNF276	ENST00000289816.5	2.920211	4376	4065	4064	2445	2444	-212	311	1619	2656
chr16	89845394	FANCA	ENST00000389301.3	1.396749	1763	1733	1732	-2635	-2636	-3687	30	4367	1051
chr16	90072326	DBNDD1	ENST00000392973.3	2.285226	1643	912	911	417	416	-1045	731	494	1461
chr16	90072622	DBNDD1	ENST00000392973.3	2.082763	1347	616	615	121	120	-1341	731	494	1461
chr16	90102942	GAS8	ENST00000268699.4	1.489910	825	704	703	-733	-734	-2359	121	1436	1625
chr17	644660	FAM57A	ENST00000308278.8	1.806202	859	624	623	-150	-151	-1546	235	773	1395
chr17	648553	GEMIN4	ENST00000576778.1	1.857824	4038	2697	2696	-447	-448	-690	1341	3143	242
chr17	650129	GEMIN4	ENST00000576778.1	1.356552	2462	1121	1120	-2023	-2024	-2266	1341	3143	242
chr17	663181	GLOD4	ENST00000301329.6	2.215613	1214	1129	1128	232	231	-844	85	896	1075
chr17	695293	RNMTL1	ENST00000304478.4	1.987332	1352	1247	1246	-16	-17	-456	105	1262	439
chr17	695312	RNMTL1	ENST00000304478.4	2.006818	1371	1266	1265	3	2	-437	105	1262	439
chr17	695573	RNMTL1	ENST00000304478.4	2.600000	1632	1527	1526	264	263	-176	105	1262	439
chr17	703504	NXN	ENST00000336868.3	2.418704	2084	1993	1992	685	684	-951	91	1307	1635
chr17	704114	NXN	ENST00000336868.3	2.045844	1474	1383	1382	75	74	-1561	91	1307	1635
chr17	1247932	YWHAE	ENST00000264335.8	2.688511	1844	1577	1576	809	808	-366	267	767	1174
chr17	1248494	YWHAE	ENST00000264335.8	2.210213	1282	1015	1014	247	246	-928	267	767	1174
chr17	1264478	YWHAE	ENST00000264335.8	1.632812	753	486	485	-282	-283	-1457	267	767	1174
chr17	1303485	YWHAE	ENST00000264335.8	0.701493	187	-80	-81	-848	-849	-2023	267	767	1174
chr17	1326271	CRK	ENST00000300574.2	2.189802	1591	1451	1450	536	535	-2288	140	914	2823
chr17	1326664	CRK	ENST00000300574.2	2.050637	1198	1058	1057	143	142	-2681	140	914	2823
chr17	1368637	MYO1C	ENST00000359786.5	2.235258	3899	3575	3574	383	382	-1245	324	3191	1627
chr17	1478853	SLC43A2	ENST00000301335.5	2.007101	1843	1755	1754	45	44	-6292	88	1709	6336
chr17	1554127	PRPF8	ENST00000572621.1	1.995576	7242	6977	6976	-31	-32	-202	265	7007	170
chr17	1554791	PRPF8	ENST00000572621.1	1.937072	6832	6567	6566	-441	-442	-612	265	7007	170
chr17	1564585	PRPF8	ENST00000572621.1	1.616153	4583	4318	4317	-2690	-2691	-2861	265	7007	170
chr17	1637049	WDR81	ENST00000309182.5	1.585484	1785	1565	1564	-1108	-1109	-2022	220	2672	913
chr17	1801138	RPA1	ENST00000254719.5	2.281211	2629	2520	2519	669	668	-1710	109	1850	2378
chr17	1946520	DPH1	ENST00000263083.6	2.758294	2016	1972	1971	640	639	-204	44	1331	843
chr17	1946520	OVCA2	ENST00000572195.1	2.374233	820	806	805	122	121	-204	14	683	325
chr17	1946566	DPH1	ENST00000263083.6	2.812796	2062	2018	2017	686	685	-158	44	1331	843
chr17	1946566	OVCA2	ENST00000572195.1	2.515337	866	852	851	168	167	-158	14	683	325
chr17	1946599	DPH1	ENST00000263083.6	2.851896	2095	2051	2050	719	718	-125	44	1331	843
chr17	1946599	OVCA2	ENST00000572195.1	2.616564	899	885	884	201	200	-125	14	683	325
chr17	1946605	DPH1	ENST00000263083.6	2.859005	2101	2057	2056	725	724	-119	44	1331	843
chr17	1946605	OVCA2	ENST00000572195.1	2.634969	905	891	890	207	206	-119	14	683	325
chr17	1946691	DPH1	ENST00000263083.6	2.960900	2187	2143	2142	811	810	-33	44	1331	843
chr17	1946691	OVCA2	ENST00000572195.1	2.898773	991	977	976	293	292	-33	14	683	325
chr17	2202539	SMG6	ENST00000544865.1	1.339573	1925	1415	1414	-2752	-2753	-4405	510	4166	1652
chr17	2227602	TSR1	ENST00000301364.5	1.953623	3382	2303	2302	-112	-113	-1805	1079	2414	1692
chr17	2283654	SGSM2	ENST00000268989.3	2.549020	4172	3996	3995	840	839	-690	176	3155	1529
chr17	2323352	METTL16	ENST00000263092.6	1.947898	1728	1601	1600	-88	-89	-3982	127	1688	3893
chr17	2323499	METTL16	ENST00000263092.6	1.860864	1581	1454	1453	-235	-236	-4129	127	1688	3893
chr17	2588427	PAFAH1B1	ENST00000397195.5	2.873590	5014	4564	4563	3331	3330	-482	450	1232	3812
chr17	2588678	PAFAH1B1	ENST00000397195.5	2.939418	5265	4815	4814	3582	3581	-231	450	1232	3812
chr17	2593287	CLUH	ENST00000570628.2	2.497517	4636	4531	4530	601	600	-607	105	3929	1207
chr17	3564192	CTNS	ENST00000046640.3	2.452524	2225	1633	1632	529	528	-640	592	1103	1168
chr17	3572686	EMC6	ENST00000397133.2	1.738739	485	246	245	-87	-88	-276	239	332	188
chr17	3572836	EMC6	ENST00000397133.2	2.333333	635	396	395	63	62	-126	239	332	188
chr17	3572889	EMC6	ENST00000397133.2	2.613757	688	449	448	116	115	-73	239	332	188
chr17	3628346	GSG2	ENST00000325418.4	1.465999	1135	1117	1116	-1280	-1281	-1721	18	2396	440
chr17	3629175	GSG2	ENST00000325418.4	1.811848	1964	1946	1945	-451	-452	-892	18	2396	440
chr17	3629498	GSG2	ENST00000325418.4	1.946600	2287	2269	2268	-128	-129	-569	18	2396	440
chr17	3764216	CAMKK1	ENST00000381771.2	2.685638	3068	2921	2920	1289	1288	-591	147	1631	1879
chr17	3764240	CAMKK1	ENST00000381771.2	2.672872	3044	2897	2896	1265	1264	-615	147	1631	1879
chr17	3908677	ZZEF1	ENST00000381638.2	2.616360	10517	10393	10392	1507	1506	-938	124	8885	2444
chr17	3909082	ZZEF1	ENST00000381638.2	2.450716	10112	9988	9987	1102	1101	-1343	124	8885	2444
chr17	4069589	ANKFY1	ENST00000341657.4	2.383264	5029	4994	4993	1484	1483	-2388	35	3509	3871
chr17	4175719	UBE2G1	ENST00000396981.2	2.039454	808	643	642	130	129	-3165	165	512	3294
chr17	4442270	MYBBP1A	ENST00000254718.4	2.857700	4733	4427	4426	440	439	-73	306	3986	512
chr17	4443051	MYBBP1A	ENST00000254718.4	1.914472	3952	3646	3645	-341	-342	-854	306	3986	512
chr17	4575938	PELP1	ENST00000301396.4	1.726797	3005	2780	2779	-1045	-1046	-1099	225	3824	53
chr17	4576023	PELP1	ENST00000301396.4	1.704575	2920	2695	2694	-1130	-1131	-1184	225	3824	53
chr17	4576053	PELP1	ENST00000301396.4	1.696732	2890	2665	2664	-1160	-1161	-1214	225	3824	53
chr17	4621261	ARRB2	ENST00000269260.2	1.458537	796	564	563	-666	-667	-1098	232	1229	431
chr17	4840767	SLC25A11	ENST00000225665.7	2.440262	1554	1214	1213	269	268	-342	340	944	610
chr17	4841070	SLC25A11	ENST00000225665.7	1.964021	1251	911	910	-34	-35	-645	340	944	610
chr17	4841127	SLC25A11	ENST00000225665.7	1.903704	1194	854	853	-91	-92	-702	340	944	610
chr17	4842191	SLC25A11	ENST00000225665.7	1.347090	668	328	327	-617	-618	-1228	340	944	610
chr17	4848160	RNF167	ENST00000262482.6	1.856600	1557	902	901	-151	-152	-357	655	1052	205
chr17	4848390	RNF167	ENST00000262482.6	2.383495	1787	1132	1131	79	78	-127	655	1052	205
chr17	4849045	PFN1	ENST00000225655.5	2.604839	1192	573	572	150	149	-98	619	422	247
chr17	4849102	PFN1	ENST00000225655.5	2.375000	1135	516	515	93	92	-155	619	422	247
chr17	4851661	PFN1	ENST00000225655.5	1.068558	648	29	28	-394	-395	-642	619	422	247
chr17	4851676	PFN1	ENST00000225655.5	1.033097	633	14	13	-409	-410	-657	619	422	247
chr17	4927055	KIF1C	ENST00000320785.5	1.881944	3277	2921	2920	-391	-392	-4641	356	3311	4249
chr17	5009510	ZNF232	ENST00000250076.3	1.707116	1598	944	943	-391	-392	-580	654	1334	188
chr17	5286737	RABEP1	ENST00000262477.6	2.085082	3031	2808	2807	219	218	-2355	223	2588	2573
chr17	5287102	RABEP1	ENST00000262477.6	2.212510	3359	3136	3135	547	546	-2027	223	2588	2573
chr17	5287140	RABEP1	ENST00000262477.6	2.227273	3397	3174	3173	585	584	-1989	223	2588	2573
chr17	5287318	RABEP1	ENST00000262477.6	2.296426	3575	3352	3351	763	762	-1811	223	2588	2573
chr17	5287708	RABEP1	ENST00000262477.6	2.447941	3965	3742	3741	1153	1152	-1421	223	2588	2573
chr17	5287918	RABEP1	ENST00000262477.6	2.529526	4175	3952	3951	1363	1362	-1211	223	2588	2573
chr17	5290328	NUP88	ENST00000573584.1	1.907008	2528	2019	2018	-207	-208	-387	509	2225	179
chr17	5319910	NUP88	ENST00000573584.1	1.175202	899	390	389	-1836	-1837	-2016	509	2225	179
chr17	5336131	C1QBP	ENST00000225698.4	2.857143	1134	1053	1052	204	203	-34	81	848	237
chr17	5336262	C1QBP	ENST00000225698.4	2.306723	1003	922	921	73	72	-165	81	848	237
chr17	5336275	C1QBP	ENST00000225698.4	2.252101	990	909	908	60	59	-178	81	848	237
chr17	5336284	C1QBP	ENST00000225698.4	2.214286	981	900	899	51	50	-187	81	848	237
chr17	5341480	C1QBP	ENST00000225698.4	1.407538	427	346	345	-503	-504	-741	81	848	237
chr17	5347353	DHX33	ENST00000225296.3	2.052232	2496	2296	2295	172	171	-3121	200	2123	3292
chr17	5347479	DHX33	ENST00000225296.3	2.013969	2370	2170	2169	46	45	-3247	200	2123	3292
chr17	5377646	DERL2	ENST00000158771.4	2.104282	1133	1078	1077	358	357	-3075	55	719	3432
chr17	5377775	DERL2	ENST00000158771.4	2.066706	1004	949	948	229	228	-3204	55	719	3432
chr17	5392693	MIS12	ENST00000381165.3	1.826861	1063	511	510	-107	-108	-1441	552	617	1333
chr17	5392850	MIS12	ENST00000381165.3	2.037481	1220	668	667	50	49	-1284	552	617	1333
chr17	5392868	MIS12	ENST00000381165.3	2.050975	1238	686	685	68	67	-1266	552	617	1333
chr17	6024215	WSCD1	ENST00000574946.1	2.062135	2351	1962	1961	234	233	-3532	389	1727	3765
chr17	6556033	C17orf100	ENST00000391428.2	2.286924	1062	800	799	305	304	-758	262	494	1062
chr17	6917728	RNASEK	ENST00000548577.1	2.500000	686	537	536	123	122	-123	149	413	245
chr17	7130998	DVL2	ENST00000005340.5	1.545907	1489	1207	1206	-1004	-1005	-1528	282	2210	523
chr17	7133434	DVL2	ENST00000005340.5	1.203980	733	451	450	-1760	-1761	-2284	282	2210	523
chr17	7139129	PHF23	ENST00000320316.3	1.848185	1254	1028	1027	-184	-185	-782	226	1211	597
chr17	7139792	PHF23	ENST00000320316.3	1.374587	680	454	453	-758	-759	-1356	226	1211	597
chr17	7147214	CTDNEP1	ENST00000573600.1	2.511464	1446	1025	1024	290	289	-277	421	734	566
chr17	7163004	ELP5	ENST00000574993.1	2.778646	1953	1737	1736	897	896	-255	216	839	1151
chr17	7214730	EIF5A	ENST00000336458.8	1.713978	732	332	331	-133	-134	-778	400	464	644
chr17	7215172	EIF5A	ENST00000336458.8	2.066667	908	508	507	43	42	-602	400	464	644
chr17	7215547	EIF5A	ENST00000336458.8	2.648062	1283	883	882	418	417	-227	400	464	644
chr17	7215559	EIF5A	ENST00000336458.8	2.666667	1295	895	894	430	429	-215	400	464	644
chr17	7215569	EIF5A	ENST00000336458.8	2.682171	1305	905	904	440	439	-205	400	464	644
chr17	7219170	NEURL4	ENST00000399464.2	2.549495	4976	4961	4960	272	271	-223	15	4688	494
chr17	7306444	TMEM256	ENST00000302422.3	1.827485	335	283	282	-59	-60	-150	52	341	90
chr17	7319117	NLGN2	ENST00000302926.2	1.528309	1397	1325	1324	-1183	-1184	-3244	72	2507	2060
chr17	7320877	NLGN2	ENST00000302926.2	1.903907	2339	2267	2266	-241	-242	-2302	72	2507	2060
chr17	7321857	NLGN2	ENST00000302926.2	2.358564	3319	3247	3246	739	738	-1322	72	2507	2060
chr17	7402398	POLR2A	ENST00000322644.6	1.232708	1774	1376	1375	-4537	-4538	-4974	398	5912	436
chr17	7412869	POLR2A	ENST00000322644.6	1.630983	4129	3731	3730	-2182	-2183	-2619	398	5912	436
chr17	7417187	POLR2A	ENST00000322644.6	1.947742	6002	5604	5603	-309	-310	-746	398	5912	436
chr17	7466403	SENP3	ENST00000321337.7	1.005807	329	10	9	-1712	-1713	-2099	319	1721	386
chr17	7467068	SENP3	ENST00000321337.7	1.391986	994	675	674	-1047	-1048	-1434	319	1721	386
chr17	7478484	EIF4A1	ENST00000293831.8	1.207207	268	253	252	-968	-969	-1487	15	1220	518
chr17	7481158	EIF4A1	ENST00000293831.8	1.753481	935	920	919	-301	-302	-820	15	1220	518
chr17	7481168	EIF4A1	ENST00000293831.8	1.761671	945	930	929	-291	-292	-810	15	1220	518
chr17	7490955	MPDU1	ENST00000250124.6	2.134165	1045	830	829	86	85	-555	215	743	640
chr17	7496139	FXR2	ENST00000250113.7	1.792285	1936	1602	1601	-420	-421	-1020	334	2021	599
chr17	7592083	WRAP53	ENST00000316024.5	1.071038	2464	117	116	-1530	-1531	-1546	2347	1646	15
